"miRNAs"	"n_geneset"	"hyper_pval"	"rFDRc_q"
"dme-miR-9370-3p"	2	0.105009654865368	0.61701282693643
"dme-miR-2281-5p"	5	0.106177770193052	0.619054559564136
"dme-miR-193-3p"	2	0.106266584603526	0.619432678787437
"dme-miR-4982-3p"	3	0.118494514093548	0.64328316459515
"dme-miR-2280-5p"	3	0.118494514093548	0.64328316459515
"dme-miR-3644-3p"	6	0.120718775141403	0.647525768679547
"dme-miR-2496-5p"	3	0.122383390646968	0.650515119250992
"dme-miR-4984-3p"	6	0.123742341386755	0.650767264644885
"dme-miR-4975-5p"	6	0.126549013382981	0.650916314961493
"dme-miR-974-3p"	5	0.127127658255477	0.65211525820751
"dme-miR-4981-3p"	2	0.132900605197703	0.652266443069538
"dme-miR-1002-5p"	5	0.133932504951858	0.656234735245565
"dme-miR-988-5p"	4	0.136840239798515	0.659564586194885
"dme-miR-274-3p"	7	0.13823126129742	0.66140295457957
"dme-miR-4953-3p"	12	0.139152595459896	0.664151283392132
"dme-miR-100-5p"	1	0.13990107351435	0.66449273784949
"dme-miR-961-3p"	7	0.147918996515282	0.674887324833936
"dme-miR-991-3p"	6	0.151588012069163	0.676158653804876
"dme-miR-281-3p"	2	0.152597444268502	0.678605287012105
"dme-miR-1016-5p"	5	0.155365352799443	0.68133226495043
"dme-miR-252-5p"	5	0.156653111434646	0.681597366948619
"dme-miR-4974-3p"	10	0.1573394306852	0.684585489880001
"dme-miR-4946-5p"	8	0.159460317287312	0.686134650170545
"dme-miR-4970-5p"	2	0.165114096437132	0.688493707401537
"dme-miR-4941-3p"	2	0.166516962352581	0.691204970001283
"dme-miR-968-5p"	3	0.178463127668121	0.720979276991854
"dme-miR-9380-3p"	2	0.179241087495343	0.728652996804202
"dme-miR-281-2-5p"	2	0.18853072292705	0.741986746725545
"dme-miR-1014-5p"	4	0.188538046233624	0.748841943793832
"dme-miR-11-3p"	3	0.194547189128562	0.75012476034293
"dme-miR-4973-5p"	2	0.196448568312536	0.751171154551101
"dme-miR-4944-3p"	5	0.199909414096725	0.75183034851863
"dme-miR-968-3p"	4	0.200036746332764	0.752865086283488
"dme-miR-967-3p"	5	0.202418338748559	0.753407674439571
"dme-miR-2491-5p"	4	0.207551374370259	0.754261277840093
"dme-miR-9377-5p"	3	0.208934041475882	0.754335383765589
"dme-miR-184-5p"	3	0.209971930657436	0.754787772696831
"dme-miR-2493-3p"	3	0.212051609023597	0.754842692398388
"dme-miR-309-5p"	3	0.215703311633831	0.755648786080848
"dme-miR-997-3p"	2	0.222659556332933	0.756301682733771
"dme-miR-999-3p"	3	0.223578846882164	0.756433013589037
"dme-miR-3645-3p"	4	0.224138439521831	0.757252509518672
"dme-miR-9380-5p"	2	0.226329141989905	0.757790017792821
"dme-miR-3641-5p"	3	0.237914683687253	0.758150317223535
"dme-miR-263a-3p"	2	0.240321675945008	0.758241644633274
"dme-miR-2497-5p"	3	0.240590215335752	0.75863776626304
"dme-miR-9370-5p"	4	0.241106199796975	0.75923828418108
"dme-miR-2a-1-5p"	3	0.250270899851999	0.759535115635371
"dme-miR-994-3p"	3	0.253513780320349	0.760554756255665
"dme-miR-4-5p"	5	0.256079492148287	0.760780553636632
"dme-miR-13b-1-5p"	3	0.2616531044751	0.760886539112941
"dme-miR-9374-3p"	1	0.262356667804137	0.761009222218191
"dme-miR-4969-3p"	1	0.265302366460634	0.76143142257393
"dme-miR-2495-3p"	1	0.269699716297745	0.761929333539839
"dme-miR-9384-5p"	2	0.269943585461182	0.762706100186575
"dme-miR-219-3p"	2	0.272169942201561	0.763963125649793
"dme-miR-210-3p.1"	3	0.27476188072059	0.764991484952487
"dme-miR-4917-3p"	2	0.275881037650989	0.76543159111981
"dme-miR-10-5p"	1	0.278418617511138	0.765571990472722
"dme-miR-997-5p"	2	0.278850158593726	0.765839694472851
"dme-miR-990-3p"	2	0.278850158593726	0.765839694472851
"dme-miR-8-5p"	3	0.28851172029475	0.766162424023809
"dme-miR-983-3p"	3	0.28851172029475	0.766162424023809
"dme-miR-1002-3p"	3	0.289063442742393	0.767171564891149
"dme-miR-4963-5p"	4	0.291079831596088	0.768221270812773
"dme-miR-4983-3p"	5	0.295033635253368	0.76848643951444
"dme-miR-9378-3p"	1	0.299780190434747	0.770317654962047
"dme-miR-282-5p"	1	0.301182463789586	0.772024151485454
"dme-miR-970-3p"	2	0.309994261327771	0.772797750233039
"dme-miR-989-3p"	2	0.309994261327771	0.772797750233039
"dme-miR-4950-3p"	3	0.311218380235376	0.772956321537335
"dme-miR-3643-3p"	2	0.312213766156532	0.774008148577689
"dme-miR-975-5p"	3	0.317890753861655	0.775306797546292
"dme-miR-971-3p"	3	0.318447184595763	0.776304378922009
"dme-miR-276a-5p"	1	0.321895293848241	0.776942155183571
"dme-miR-276b-5p"	1	0.321895293848241	0.776942155183571
"dme-miR-283-5p"	4	0.328661591629126	0.777109914305519
"dme-miR-3642-3p"	3	0.33293056853758	0.777815743593827
"dme-miR-9377-3p"	3	0.334045651364529	0.778088128229542
"dme-miR-125-3p"	3	0.334603228410056	0.780147864368262
"dme-miR-978-5p"	2	0.335811818167674	0.780752021885514
"dme-miR-1007-5p"	2	0.337281107400716	0.781200118380598
"dme-miR-287-3p"	3	0.342411130525334	0.7812509411059
"dme-miR-9c-5p"	3	0.343526721428108	0.781646245492698
"dme-miR-4943-5p"	16	0.343556737964199	0.782132169371644
"dme-miR-2501-5p"	5	0.343946051367497	0.783158274191604
"dme-miR-9371-3p"	4	0.34648820048308	0.783552565718469
"dme-miR-9a-5p"	3	0.347431369039995	0.783848164234335
"dme-miR-4913-3p"	2	0.35119912807751	0.784156533386466
"dme-miR-3-5p"	2	0.35119912807751	0.784156533386466
"dme-miR-4985-5p"	3	0.352451339476156	0.788031088783656
"dme-miR-285-3p"	1	0.352512750397851	0.788537476534223
"dme-miR-995-3p"	1	0.352512750397851	0.788537476534223
"dme-miR-4945-5p"	4	0.355901654044933	0.7900490685909
"dme-miR-956-3p"	2	0.357035499590825	0.791950557345104
"dme-miR-966-3p"	1	0.357700004212669	0.792526562577456
"dme-miR-4961-3p"	7	0.357718857829397	0.794671273265624
"dme-miR-4969-5p"	3	0.35914285558022	0.795765150849616
"dme-miR-969-3p"	2	0.359220178720753	0.796923995797493
"dme-miR-313-5p"	2	0.359947910207058	0.797099444420796
"dme-miR-314-5p"	4	0.361085459837736	0.798040322562088
"dme-miR-9388-5p"	7	0.36236329015999	0.798394122011511
"dme-miR-983-5p"	3	0.364159156342294	0.80283710175077
"dme-miR-998-3p"	1	0.365406031943472	0.805631447925496
"dme-miR-210-3p.2"	2	0.367936025747918	0.805878442801896
"dme-let-7-5p"	1	0.367954894806712	0.806139618311513
"dme-miR-4982-5p"	4	0.369574963923417	0.806906646423758
"dme-miR-306-5p"	1	0.373023121025971	0.808161115129926
"dme-miR-4910-5p"	7	0.378515820190575	0.808785895186332
"dme-miR-9381-5p"	1	0.379303467576917	0.8092710482754
"dme-miR-280-5p"	7	0.379596388083059	0.810069841646635
"dme-miR-2497-3p"	3	0.382522265030162	0.810659225658045
"dme-miR-9381-3p"	1	0.38304259326082	0.81101919268033
"dme-miR-1000-5p"	5	0.384996882881698	0.811393062236557
"dme-miR-8-3p"	3	0.385298950290597	0.811681503589395
"dme-miR-959-3p"	2	0.388833072212266	0.812158880218866
"dme-miR-2492-5p"	2	0.389549116709343	0.812262996640024
"dme-miR-277-3p"	5	0.393835768230017	0.813569974834385
"dme-miR-4939-3p"	1	0.394130470850357	0.813782816991281
"dme-miR-4958-3p"	1	0.394130470850357	0.813782816991281
"dme-miR-4986-5p"	2	0.398828093106405	0.814057566914943
"dme-miR-964-5p"	3	0.400811312901432	0.814522648653593
"dme-miR-92b-5p"	1	0.401415670234297	0.81468421654856
"dme-miR-988-3p"	1	0.402621651837008	0.815326199782431
"dme-miR-316-5p"	3	0.409641944579167	0.815521073511923
"dme-miR-986-3p"	1	0.4239339691426	0.816196524446758
"dme-miR-960-5p"	2	0.427006777177154	0.816457373314169
"dme-miR-12-5p"	2	0.429095934439253	0.816896104654546
"dme-miR-9372-3p"	2	0.431181537042666	0.817107294733005
"dme-miR-4960-3p"	1	0.432023030218509	0.817801966146159
"dme-miR-308-3p"	2	0.440177309611828	0.817953277953702
"dme-miR-13a-3p"	2	0.442243430775269	0.818700497507011
"dme-miR-13b-3p"	2	0.442243430775269	0.818700497507011
"dme-miR-5-3p"	2	0.443618764796714	0.818834543466689
"dme-miR-960-3p"	1	0.446756731124877	0.819167089876983
"dme-miR-2a-3p"	2	0.450470156325497	0.819671750815078
"dme-miR-2b-3p"	2	0.450470156325497	0.819671750815078
"dme-miR-2c-3p"	2	0.450470156325497	0.819671750815078
"dme-miR-976-3p"	3	0.450592654041104	0.820165733296959
"dme-miR-985-3p"	6	0.452175754398918	0.820445400465955
"dme-miR-283-3p"	3	0.455986064494435	0.820565808006591
"dme-miR-6-3p"	2	0.459312707019557	0.820610842143962
"dme-miR-998-5p"	2	0.474105997818843	0.820906028885218
"dme-miR-955-5p"	1	0.475129349934228	0.821129124168175
"dme-miR-977-5p"	2	0.487361104833351	0.821341877664728
"dme-miR-4959-5p"	2	0.494570518624026	0.821423160311509
"dme-miR-961-5p"	2	0.497177632962125	0.821965615462085
"dme-miR-4976-3p"	1	0.498039286848905	0.822254534410046
"dme-miR-4940-5p"	1	0.499057462737749	0.823048720929433
"dme-miR-2279-3p"	1	0.503110343584971	0.823879780862242
"dme-miR-981-3p"	2	0.512015923956689	0.824172058575146
"dme-miR-1000-3p"	2	0.513293770279003	0.824205297889981
"dme-miR-4949-3p"	2	0.520918442638831	0.82472328795597
"dme-miR-277-5p"	1	0.527735577254112	0.825199373589556
"dme-miR-1008-3p"	1	0.530610510811281	0.825507575828999
"dme-miR-4909-3p"	5	0.531254485245638	0.825577461266341
"dme-miR-4956-5p"	1	0.534417588634497	0.826326774001193
"dme-miR-989-5p"	1	0.535364708787924	0.827720833181786
"dme-miR-4955-3p"	1	0.537253394364511	0.827970126542561
"dme-miR-274-5p"	2	0.543348864658666	0.8287067023714
"dme-miR-276a-3p"	1	0.551185102638586	0.828915715173355
"dme-miR-276b-3p"	1	0.551185102638586	0.828915715173355
"dme-miR-124-5p"	1	0.554831562380049	0.829497965567381
"dme-miR-79-5p"	2	0.561521209477777	0.830257412270987
"dme-miR-1014-3p"	4	0.569222839330955	0.831022285773417
"dme-miR-312-5p"	1	0.573512911022105	0.831780297026934
"dme-miR-2499-3p"	1	0.574383429483614	0.832288893934601
"dme-miR-4949-5p"	1	0.578710456547572	0.833255878564919
"dme-miR-9383-3p"	1	0.578710456547572	0.833255878564919
"dme-miR-954-5p"	1	0.584697293878074	0.834014068527343
"dme-miR-263b-5p"	2	0.586150252763952	0.834745533987279
"dme-miR-31b-5p"	1	0.588081525549525	0.835470580891402
"dme-miR-31b-3p"	1	0.589763681938182	0.836846505896849
"dme-miR-4971-5p"	1	0.589763681938182	0.836846505896849
"dme-miR-4965-5p"	1	0.590602281230023	0.837608044129784
"dme-miR-9b-3p"	1	0.592274537541647	0.838308243480658
"dme-miR-955-3p"	4	0.593190642564457	0.839002430527886
"dme-miR-288-3p"	2	0.595846115124716	0.839690682378038
"dme-miR-310-5p"	1	0.596426493437282	0.840373074824793
"dme-miR-137-3p"	3	0.597037470300891	0.841049682376764
"dme-miR-31a-5p"	1	0.597251991914085	0.84172057828462
"dme-miR-7-5p"	1	0.599718757303232	0.842385834567517
"dme-miR-31a-3p"	1	0.600537779285248	0.843045522038877
"dme-miR-979-3p"	1	0.603797782743924	0.84369971033151
"dme-miR-972-3p"	3	0.604922458288914	0.844348467922119
"dme-miR-303-5p"	2	0.607604349728458	0.844991862155197
"dme-miR-9382-5p"	1	0.61183625850419	0.845629959266323
"dme-miR-305-3p"	1	0.612631425313755	0.846262824404901
"dme-miR-9b-5p"	2	0.613666509683988	0.846890521656329
"dme-miR-4954-3p"	1	0.615007539226496	0.847513114063637
"dme-miR-2499-5p"	1	0.61658382260692	0.848130663648586
"dme-miR-996-5p"	1	0.618153899406902	0.848743231432274
"dme-miR-315-5p"	5	0.61927826094121	0.84935087745523
"dme-miR-969-5p"	1	0.620497428615039	0.849953660797034
"dme-miR-4979-3p"	2	0.628796124847309	0.850551639595464
"dme-miR-959-5p"	1	0.630493875395901	0.85114487106519
"dme-miR-281-1-5p"	1	0.632764528269952	0.85173341151602
"dme-miR-2495-5p"	1	0.635021761257213	0.852317316370723
"dme-miR-9373-3p"	1	0.635771203200653	0.853426900363417
"dme-miR-2498-3p"	1	0.635771203200653	0.853426900363417
"dme-miR-981-5p"	2	0.636198565052605	0.854041758642623
"dme-miR-9385-5p"	1	0.636519165348455	0.854607658200093
"dme-miR-318-5p"	1	0.643184693793489	0.855169186564535
"dme-miR-375-5p"	1	0.647562914238176	0.855726394187933
"dme-miR-4962-5p"	1	0.651889454556227	0.856785536835449
"dme-miR-999-5p"	1	0.651889454556227	0.856785536835449
"dme-miR-9c-3p"	2	0.654736952355739	0.857372585618312
"dme-miR-4973-3p"	1	0.656164900621363	0.857912999547981
"dme-miR-2b-1-5p"	2	0.657255309150386	0.858449333685183
"dme-miR-124-3p"	1	0.657578795391045	0.858981634056113
"dme-miR-263a-5p"	1	0.658283644654268	0.859993698367618
"dme-miR-2a-2-5p"	1	0.658283644654268	0.859993698367618
"dme-bantam-5p"	2	0.6691526254596	0.86055478256416
"dme-miR-927-3p"	1	0.681435486399825	0.861071394528644
"dme-miR-1003-5p"	1	0.691801271566181	0.861584192765005
"dme-miR-4984-5p"	1	0.695604190732927	0.862093219348483
"dme-miR-1006-3p"	3	0.697961995316905	0.862598515737656
"dme-miR-963-3p"	1	0.698738785039687	0.863100122785693
"dme-miR-4918-5p"	1	0.702459338092628	0.863598080751366
"dme-miR-10-3p"	3	0.704883139432237	0.864092429309821
"dme-miR-4972-3p"	2	0.710104958875258	0.864583207563116
"dme-miR-286-5p"	1	0.710369570500668	0.86551674714013
"dme-miR-991-5p"	1	0.710369570500668	0.86551674714013
"dme-miR-137-5p"	1	0.715727008994343	0.866034503131277
"dme-miR-4956-3p"	1	0.716316363723322	0.866511380078995
"dme-miR-6-1-5p"	1	0.717491550612671	0.866984873988735
"dme-miR-5-5p"	1	0.722722211893324	0.86745502073297
"dme-miR-929-5p"	2	0.727359557258315	0.868349522896668
"dme-miR-4-3p"	2	0.727359557258315	0.868349522896668
"dme-miR-9374-5p"	1	0.72785968554276	0.869267446289269
"dme-miR-2500-5p"	1	0.72785968554276	0.869267446289269
"dme-miR-9379-5p"	1	0.728988852215563	0.869756767622621
"dme-miR-971-5p"	1	0.731792094291628	0.870207557004702
"dme-miR-9371-5p"	1	0.738406584499937	0.871065420150427
"dme-miR-87-3p"	1	0.738406584499937	0.871065420150427
"dme-miR-1010-5p"	1	0.743264223426851	0.871541394631354
"dme-miR-4963-3p"	2	0.743787959635229	0.871979935768565
"dme-miR-315-3p"	2	0.744987331028404	0.872415492844552
"dme-miR-994-5p"	1	0.755287357685799	0.872848096213714
"dme-miR-962-5p"	1	0.756306870063847	0.873277775820149
"dme-miR-3645-5p"	1	0.757828484643277	0.873704561204561
"dme-miR-312-3p"	2	0.758647944410735	0.874128481511032
"dme-miR-2490-3p"	1	0.766768114319103	0.874549565493652
"dme-miR-3642-5p"	1	0.767255341455037	0.874967841523025
"dme-miR-1-3p"	1	0.768711157868924	0.876142421934501
"dme-miR-3644-5p"	1	0.768711157868924	0.876142421934501
"dme-miR-11-5p"	1	0.768711157868924	0.876142421934501
"dme-miR-4914-5p"	1	0.772550655396779	0.876613420451357
"dme-miR-iab-4-3p"	1	0.781425408334709	0.877018069290502
"dme-miR-iab-4-5p"	1	0.790407231809466	0.877420072694904
"dme-miR-4915-5p"	1	0.793466190630488	0.877819456522273
"dme-miR-190-5p"	1	0.796482197611973	0.878579960250369
"dme-miR-4987-5p"	1	0.796482197611973	0.878579960250369
"dme-miR-iab-8-3p"	1	0.804867824192248	0.879002144113325
"dme-miR-219-5p"	1	0.812130015762979	0.879391301572611
"dme-miR-973-5p"	1	0.819513500614301	0.879777963812097
"dme-miR-314-3p"	1	0.823286650800456	0.880162154753578
"dme-miR-987-3p"	1	0.83590447270277	0.880543898014035
"dme-miR-3641-3p"	1	0.844712103769929	0.880923216910478
"dme-miR-2494-5p"	1	0.846679104315466	0.881300134464691
"dme-miR-932-5p"	1	0.849584751081437	0.881674673407892
"dme-miR-976-5p"	1	0.851492354142975	0.8820468561853
"dme-miR-304-3p"	1	0.889226383273356	0.882416704960622
"dme-miR-1006-5p"	1	0.896159906713064	0.882784241620449
"dme-miR-2b-2-5p"	1	0.897937172028661	0.883149487778576
"dme-miR-79-3p"	1	0.899901634272576	0.883512464780243
"dme-miR-9a-3p"	1	0.900117649976174	0.88387319370628
"dme-miR-9372-5p"	1	0.913048123045909	0.884560426475168
"dme-miR-305-5p"	1	0.913048123045909	0.884560426475168
"dme-miR-4967-3p"	2	0.926618769088777	0.884942098958144
"dme-miR-927-5p"	1	0.928226725632197	0.885294041243273
"dme-miR-1011-3p"	1	0.933086631930106	0.885643837031172
"dme-miR-310-3p"	1	0.935396342208901	0.885991505899394
"dme-miR-2489-3p"	2	0.936583180442572	0.886337067188131
"dme-miR-92b-3p"	1	0.937491933132146	0.886680540003803
"dme-miR-92a-3p"	1	0.937766357147166	0.887021943222577
"dme-miR-311-3p"	1	0.938039622559047	0.887361295493826
"dme-miR-313-3p"	1	0.93858269621862	0.887698615243525
"dme-miR-4966-5p"	1	0.95852369226059	0.888033920677589
